location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
5613,"ITO, New Delhi - CPCB","co",0.815,"ppb","2026-02-01T22:30:00Z","2026-02-02T04:00:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.828,"ppb","2026-02-01T22:45:00Z","2026-02-02T04:15:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.838,"ppb","2026-02-01T23:00:00Z","2026-02-02T04:30:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.822,"ppb","2026-02-01T23:15:00Z","2026-02-02T04:45:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.816,"ppb","2026-02-01T23:30:00Z","2026-02-02T05:00:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.814,"ppb","2026-02-01T23:45:00Z","2026-02-02T05:15:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.84,"ppb","2026-02-02T00:00:00Z","2026-02-02T05:30:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.835,"ppb","2026-02-02T00:15:00Z","2026-02-02T05:45:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.831,"ppb","2026-02-02T00:30:00Z","2026-02-02T06:00:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.794,"ppb","2026-02-02T00:45:00Z","2026-02-02T06:15:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.78,"ppb","2026-02-02T01:00:00Z","2026-02-02T06:30:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.793,"ppb","2026-02-02T01:15:00Z","2026-02-02T06:45:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.837,"ppb","2026-02-02T01:30:00Z","2026-02-02T07:00:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.772,"ppb","2026-02-02T01:45:00Z","2026-02-02T07:15:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.864,"ppb","2026-02-02T02:00:00Z","2026-02-02T07:30:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.926,"ppb","2026-02-02T02:15:00Z","2026-02-02T07:45:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.817,"ppb","2026-02-02T02:30:00Z","2026-02-02T08:00:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.888,"ppb","2026-02-02T02:45:00Z","2026-02-02T08:15:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.93,"ppb","2026-02-02T03:00:00Z","2026-02-02T08:30:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.954,"ppb","2026-02-02T03:15:00Z","2026-02-02T08:45:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.979,"ppb","2026-02-02T03:30:00Z","2026-02-02T09:00:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",1.025,"ppb","2026-02-02T03:45:00Z","2026-02-02T09:15:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",1.082,"ppb","2026-02-02T04:00:00Z","2026-02-02T09:30:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",1.088,"ppb","2026-02-02T04:15:00Z","2026-02-02T09:45:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",1.072,"ppb","2026-02-02T04:30:00Z","2026-02-02T10:00:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",1.078,"ppb","2026-02-02T04:45:00Z","2026-02-02T10:15:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",1.077,"ppb","2026-02-02T05:00:00Z","2026-02-02T10:30:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",1.033,"ppb","2026-02-02T05:30:00Z","2026-02-02T11:00:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.978,"ppb","2026-02-02T05:45:00Z","2026-02-02T11:15:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.995,"ppb","2026-02-02T06:00:00Z","2026-02-02T11:30:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",1.022,"ppb","2026-02-02T06:15:00Z","2026-02-02T11:45:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.908,"ppb","2026-02-02T06:30:00Z","2026-02-02T12:00:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.935,"ppb","2026-02-02T06:45:00Z","2026-02-02T12:15:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.852,"ppb","2026-02-02T07:00:00Z","2026-02-02T12:30:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.889,"ppb","2026-02-02T07:15:00Z","2026-02-02T12:45:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.797,"ppb","2026-02-02T07:45:00Z","2026-02-02T13:15:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
5613,"ITO, New Delhi - CPCB","co",0.844,"ppb","2026-02-02T08:00:00Z","2026-02-02T13:30:00+05:30","Asia/Kolkata",28.628624,77.24106,,,,"Central Pollution Control Board","CPCB"
